Student_ID,Age,Prior_Knowledge,Current_Mastery,Quiz_Score,Assignment_Score,Study_Time_Hours,Difficulty_Preference,Learning_Speed,Interest_Level,Concept_Completed,Concept_Current,Concept_Next,Mastery_Growth,Completion_Time,Learning_Objective
S00767,31,0.204,0.295,20.0,27.0,0.7,Medium,Average,1,Operators,Conditionals,Loops,0.228,12.1,Deep Learning
S00768,19,0.681,0.371,38.8,30.9,2.0,Easy,Average,2,Error Handling,OOP,Data Structures,0.252,14.4,Deep Learning
S00769,24,0.71,0.573,55.1,61.5,8.4,Medium,Fast,5,OOP,Data Structures,Recursion,0.53,10.1,Deep Learning
S00770,36,0.585,0.602,61.8,52.6,6.4,Easy,Slow,1,File I/O,Error Handling,OOP,0.363,18.6,Deep Learning
S00771,21,0.184,0.355,51.8,38.4,6.1,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.409,11.2,Deep Learning
S00772,21,0.102,0.365,35.9,29.4,7.1,Easy,Slow,5,Operators,Conditionals,Loops,0.534,10.0,Deep Learning
S00773,18,0.459,0.426,38.8,33.7,6.7,Easy,Average,5,Lists & Collections,Dictionaries,File I/O,0.38,10.1,Deep Learning
S00774,29,0.321,0.689,64.3,74.2,23.2,Medium,Fast,5,Data Structures,Recursion,Algorithms,0.953,6.1,Deep Learning
S00775,26,0.614,0.468,41.3,49.8,5.2,Medium,Fast,2,File I/O,Error Handling,OOP,0.444,7.9,Deep Learning
S00776,24,0.366,0.443,31.9,52.6,15.2,Easy,Fast,5,OOP,Data Structures,Recursion,0.735,4.4,Deep Learning
S00777,24,0.273,0.328,34.8,31.7,2.9,Easy,Average,2,Strings,Lists & Collections,Dictionaries,0.375,7.1,Deep Learning
S00778,16,0.539,0.58,58.2,60.7,8.5,Easy,Average,3,OOP,Data Structures,Recursion,0.398,8.8,Deep Learning
S00779,17,0.689,0.536,51.1,79.0,2.9,Medium,Average,1,File I/O,Error Handling,OOP,0.255,12.0,Deep Learning
S00780,29,0.42,0.682,72.2,71.0,20.0,Easy,Average,5,Algorithms,Complexity Analysis,NumPy,0.82,6.8,Deep Learning
S00781,23,0.238,0.389,18.0,39.4,1.3,Medium,Average,1,Data Types,Operators,Conditionals,0.217,7.5,Deep Learning
S00782,21,0.529,0.465,61.5,40.3,7.2,Medium,Slow,4,Dictionaries,File I/O,Error Handling,0.412,13.6,Deep Learning
S00783,26,0.338,0.367,35.1,43.3,3.6,Medium,Slow,2,Operators,Conditionals,Loops,0.311,11.1,Deep Learning
S00784,16,0.512,0.448,44.7,44.4,9.8,Medium,Average,5,Data Structures,Recursion,Algorithms,0.526,11.3,Deep Learning
S00785,24,0.481,0.751,63.1,72.0,25.5,Medium,Fast,2,Complexity Analysis,NumPy,Pandas,1.0,4.6,Deep Learning
S00786,26,0.351,0.441,41.1,46.0,7.9,Hard,Slow,4,Lists & Collections,Dictionaries,File I/O,0.454,13.6,Deep Learning
S00787,19,0.437,0.51,35.1,52.6,11.2,Hard,Slow,1,OOP,Data Structures,Recursion,0.537,14.4,Deep Learning
S00788,19,0.702,0.567,52.6,52.0,6.2,Medium,Fast,5,Error Handling,OOP,Data Structures,0.461,5.9,Deep Learning
S00789,24,0.441,0.298,39.1,38.1,1.6,Easy,Fast,4,Conditionals,Loops,Functions,0.247,4.9,Deep Learning
S00790,27,0.258,0.296,35.3,49.8,3.2,Medium,Fast,4,Loops,Functions,Strings,0.357,6.9,Deep Learning
S00791,21,0.4,0.653,58.8,48.9,22.2,Medium,Fast,1,Algorithms,Complexity Analysis,NumPy,0.834,4.3,Deep Learning
S00792,24,0.297,0.373,36.5,18.9,4.9,Easy,Slow,3,Conditionals,Loops,Functions,0.412,10.8,Deep Learning
S00793,18,0.158,0.373,33.1,49.5,3.5,Easy,Average,3,Operators,Conditionals,Loops,0.375,7.2,Deep Learning
S00794,22,0.457,0.393,38.8,34.4,4.0,Medium,Slow,1,Strings,Lists & Collections,Dictionaries,0.336,15.4,Deep Learning
S00795,21,0.476,0.444,53.8,27.9,3.7,Easy,Average,4,Loops,Functions,Strings,0.471,6.3,Deep Learning
S00796,25,0.158,0.431,38.0,21.9,6.3,Medium,Slow,4,Loops,Functions,Strings,0.445,13.7,Deep Learning
S00797,20,0.524,0.602,57.1,74.6,1.5,Medium,Average,4,Strings,Lists & Collections,Dictionaries,0.324,11.7,Deep Learning
S00798,16,0.398,0.519,50.6,43.3,9.7,Easy,Slow,4,Error Handling,OOP,Data Structures,0.593,11.3,Deep Learning
S00799,32,0.314,0.502,54.0,57.0,9.7,Easy,Fast,4,File I/O,Error Handling,OOP,0.463,7.2,Deep Learning
S00800,22,0.425,0.646,61.5,52.1,12.7,Easy,Average,4,Complexity Analysis,NumPy,Pandas,0.563,8.3,Deep Learning
S00801,16,0.413,0.642,65.2,69.2,9.8,Medium,Slow,4,Functions,Strings,Lists & Collections,0.502,9.8,Deep Learning
S00802,17,0.666,0.567,55.1,54.9,4.5,Medium,Slow,4,Error Handling,OOP,Data Structures,0.408,14.8,Deep Learning
S00803,20,0.186,0.493,43.0,35.8,22.2,Hard,Average,5,Recursion,Algorithms,Complexity Analysis,0.965,6.9,Deep Learning
S00804,24,0.828,0.538,52.5,64.5,8.1,Medium,Fast,1,OOP,Data Structures,Recursion,0.406,7.3,Deep Learning
S00805,23,0.216,0.462,47.4,36.7,7.3,Easy,Average,3,Operators,Conditionals,Loops,0.506,9.1,Deep Learning
S00806,22,0.153,0.64,54.2,68.4,11.1,Medium,Fast,3,Conditionals,Loops,Functions,0.668,5.4,Deep Learning
S00807,16,0.145,0.281,20.2,33.8,2.5,Hard,Slow,4,Variables,Data Types,Operators,0.213,9.6,Deep Learning
S00808,21,0.078,0.348,43.3,35.0,7.0,Hard,Average,5,Operators,Conditionals,Loops,0.451,8.2,Deep Learning
S00809,22,0.142,0.505,41.7,40.9,10.1,Easy,Slow,2,Lists & Collections,Dictionaries,File I/O,0.492,16.4,Deep Learning
S00810,19,0.568,0.544,62.0,59.6,5.3,Medium,Slow,3,Strings,Lists & Collections,Dictionaries,0.403,10.6,Deep Learning
S00811,21,0.12,0.54,52.7,60.5,10.7,Hard,Slow,3,Strings,Lists & Collections,Dictionaries,0.396,14.0,Deep Learning
S00812,17,0.54,0.697,70.3,79.4,9.0,Hard,Fast,4,Lists & Collections,Dictionaries,File I/O,0.531,5.5,Deep Learning
S00813,25,0.414,0.502,46.3,43.6,7.3,Medium,Average,3,Functions,Strings,Lists & Collections,0.434,8.7,Deep Learning
S00814,36,0.586,0.532,60.8,53.8,6.8,Easy,Slow,5,OOP,Data Structures,Recursion,0.346,18.7,Deep Learning
S00815,16,0.44,0.524,56.2,60.3,10.0,Easy,Slow,5,Dictionaries,File I/O,Error Handling,0.556,14.0,Deep Learning
S00816,31,0.324,0.804,72.8,78.9,26.1,Easy,Fast,4,Recursion,Algorithms,Complexity Analysis,0.855,5.4,Deep Learning
S00817,19,0.176,0.381,39.3,39.0,10.9,Easy,Fast,2,Lists & Collections,Dictionaries,File I/O,0.484,5.5,Deep Learning
S00818,23,0.33,0.391,51.1,39.9,8.6,Hard,Slow,4,Functions,Strings,Lists & Collections,0.463,12.7,Deep Learning
S00819,29,0.113,0.572,55.3,47.5,26.1,Easy,Average,3,OOP,Data Structures,Recursion,0.972,7.1,Deep Learning
S00820,20,0.315,0.496,48.0,55.7,8.2,Easy,Average,4,File I/O,Error Handling,OOP,0.437,8.6,Deep Learning
S00821,22,0.665,0.471,65.4,50.0,6.0,Easy,Average,4,Error Handling,OOP,Data Structures,0.444,9.3,Deep Learning
S00822,20,0.737,0.667,71.8,64.9,17.6,Easy,Average,1,Data Visualization,Statistics,ML Basics,0.676,8.3,Deep Learning
S00823,24,0.589,0.617,61.1,63.9,8.2,Medium,Average,5,File I/O,Error Handling,OOP,0.535,11.4,Deep Learning
S00824,36,0.526,0.424,50.4,51.4,4.2,Easy,Fast,3,Strings,Lists & Collections,Dictionaries,0.374,3.2,Deep Learning
S00825,17,0.644,0.758,63.8,85.6,24.1,Easy,Average,5,NumPy,Pandas,Data Visualization,0.911,9.3,Deep Learning
S00826,19,0.858,0.803,77.8,63.9,18.0,Easy,Fast,5,ML Basics,Neural Networks,Deep Learning,0.679,8.8,Deep Learning
S00827,22,0.417,0.476,44.0,50.6,2.8,Easy,Fast,4,Data Types,Operators,Conditionals,0.404,7.4,Deep Learning
S00828,25,0.084,0.676,75.4,75.7,18.7,Medium,Slow,5,Error Handling,OOP,Data Structures,0.896,12.8,Deep Learning
S00829,21,0.054,0.446,46.9,40.7,8.4,Easy,Slow,3,Operators,Conditionals,Loops,0.45,8.6,Deep Learning
S00830,42,0.72,0.486,46.4,55.4,3.8,Easy,Slow,4,Strings,Lists & Collections,Dictionaries,0.383,11.9,Deep Learning
S00831,26,0.562,0.478,35.0,45.4,2.8,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.472,10.5,Deep Learning
S00832,16,0.403,0.426,46.1,44.2,7.2,Medium,Average,1,Operators,Conditionals,Loops,0.333,10.5,Deep Learning
S00833,22,0.368,0.534,50.3,47.6,6.0,Hard,Slow,1,Loops,Functions,Strings,0.28,12.5,Deep Learning
S00834,17,0.02,0.779,88.8,80.4,23.4,Easy,Slow,1,File I/O,Error Handling,OOP,0.812,8.3,Deep Learning
S00835,18,0.567,0.778,87.7,95.0,19.5,Medium,Slow,2,Pandas,Data Visualization,Statistics,0.847,9.0,Deep Learning
S00836,20,0.399,0.477,35.3,61.9,5.5,Hard,Average,5,File I/O,Error Handling,OOP,0.437,11.0,Deep Learning
S00837,28,0.41,0.57,51.2,51.0,12.0,Medium,Slow,5,Dictionaries,File I/O,Error Handling,0.538,11.0,Deep Learning
S00838,30,0.727,0.656,51.6,64.2,16.0,Easy,Slow,3,Data Visualization,Statistics,ML Basics,0.663,14.3,Deep Learning
S00839,29,0.137,0.432,40.1,39.4,6.4,Easy,Average,1,Conditionals,Loops,Functions,0.374,9.3,Deep Learning
S00840,19,0.205,0.518,46.5,59.5,11.9,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.615,8.9,Deep Learning
S00841,16,0.371,0.526,50.2,66.5,9.7,Hard,Average,5,File I/O,Error Handling,OOP,0.547,9.0,Deep Learning
S00842,16,0.371,0.65,60.8,63.2,9.4,Hard,Average,5,Strings,Lists & Collections,Dictionaries,0.475,8.4,Deep Learning
S00843,28,0.498,0.706,61.3,74.9,14.5,Medium,Slow,1,NumPy,Pandas,Data Visualization,0.603,11.1,Deep Learning
S00844,24,0.243,0.726,64.4,63.8,11.0,Medium,Average,1,Loops,Functions,Strings,0.586,6.1,Deep Learning
S00845,16,0.438,0.666,75.6,59.4,9.1,Medium,Average,5,Error Handling,OOP,Data Structures,0.568,7.4,Deep Learning
S00846,19,0.64,0.424,44.0,44.4,1.6,Easy,Average,5,Strings,Lists & Collections,Dictionaries,0.357,9.3,Deep Learning
S00847,18,0.581,0.591,54.8,70.6,6.2,Easy,Average,4,Loops,Functions,Strings,0.454,9.8,Deep Learning
S00848,17,0.308,0.565,45.1,49.4,6.1,Medium,Slow,2,Conditionals,Loops,Functions,0.446,8.5,Deep Learning
S00849,27,0.339,0.71,56.1,69.1,17.6,Easy,Slow,5,File I/O,Error Handling,OOP,0.796,10.7,Deep Learning
S00850,33,0.564,0.568,50.8,45.3,18.0,Medium,Average,2,Recursion,Algorithms,Complexity Analysis,0.789,9.2,Deep Learning
S00851,16,0.31,0.605,61.1,70.3,9.8,Hard,Slow,1,Conditionals,Loops,Functions,0.379,9.7,Deep Learning
S00852,26,0.628,0.699,62.2,90.2,12.1,Medium,Slow,5,OOP,Data Structures,Recursion,0.629,16.5,Deep Learning
S00853,22,0.633,0.652,63.6,67.0,11.7,Medium,Fast,1,Recursion,Algorithms,Complexity Analysis,0.553,6.3,Deep Learning
S00854,22,0.232,0.511,53.6,48.3,9.2,Medium,Average,5,Functions,Strings,Lists & Collections,0.523,6.0,Deep Learning
S00855,20,0.255,0.483,48.0,42.1,8.1,Easy,Fast,3,Functions,Strings,Lists & Collections,0.452,2.9,Deep Learning
S00856,19,0.749,0.719,60.5,64.2,5.6,Easy,Slow,2,File I/O,Error Handling,OOP,0.393,14.2,Deep Learning
S00857,29,0.291,0.404,49.6,34.8,5.4,Hard,Slow,5,Operators,Conditionals,Loops,0.274,15.2,Deep Learning
S00858,16,0.299,0.582,48.4,55.1,11.1,Easy,Average,5,Recursion,Algorithms,Complexity Analysis,0.471,10.6,Deep Learning
S00859,24,0.26,0.481,40.8,54.9,6.8,Easy,Slow,2,Strings,Lists & Collections,Dictionaries,0.405,13.4,Deep Learning
S00860,27,0.24,0.445,46.4,38.9,6.4,Medium,Fast,5,Functions,Strings,Lists & Collections,0.499,8.9,Deep Learning
S00861,31,0.873,0.721,72.7,80.8,12.6,Easy,Slow,4,ML Basics,Neural Networks,Deep Learning,0.539,19.1,Deep Learning
S00862,16,0.166,0.642,84.9,57.6,23.2,Medium,Average,4,Error Handling,OOP,Data Structures,1.0,7.1,Deep Learning
S00863,17,0.462,0.416,42.8,40.8,12.9,Medium,Slow,1,Data Structures,Recursion,Algorithms,0.519,15.0,Deep Learning
S00864,22,0.542,0.432,50.7,51.6,1.2,Medium,Slow,1,Conditionals,Loops,Functions,0.313,15.5,Deep Learning
S00865,16,0.126,0.454,45.2,38.2,5.1,Easy,Average,3,Conditionals,Loops,Functions,0.317,10.6,Deep Learning
S00866,19,0.382,0.292,30.4,30.8,6.2,Easy,Slow,5,Lists & Collections,Dictionaries,File I/O,0.402,14.8,Deep Learning
S00867,28,0.797,0.873,82.7,100.0,18.8,Easy,Average,3,ML Basics,Neural Networks,Deep Learning,0.69,7.7,Deep Learning
S00868,26,0.197,0.646,62.3,64.9,19.1,Hard,Average,2,File I/O,Error Handling,OOP,0.709,4.2,Deep Learning
S00869,25,0.217,0.514,57.1,60.1,10.0,Hard,Average,2,Strings,Lists & Collections,Dictionaries,0.417,5.3,Deep Learning
S00870,19,0.545,0.908,96.4,100.0,30.0,Hard,Fast,3,NumPy,Pandas,Data Visualization,1.0,3.7,Deep Learning
S00871,34,0.43,0.616,72.1,65.3,13.5,Medium,Average,5,Data Structures,Recursion,Algorithms,0.705,11.0,Deep Learning
S00872,37,0.478,0.442,42.9,39.3,7.6,Medium,Fast,2,Strings,Lists & Collections,Dictionaries,0.479,5.4,Deep Learning
S00873,17,0.414,0.538,50.7,51.6,7.3,Hard,Slow,2,Functions,Strings,Lists & Collections,0.364,14.0,Deep Learning
S00874,18,0.454,0.478,41.5,58.8,6.4,Easy,Average,4,OOP,Data Structures,Recursion,0.388,12.7,Deep Learning
S00875,26,0.354,0.475,46.5,62.6,5.6,Easy,Average,1,Strings,Lists & Collections,Dictionaries,0.354,8.3,Deep Learning
S00876,16,0.586,0.318,37.8,45.8,7.7,Easy,Average,2,OOP,Data Structures,Recursion,0.351,15.5,Deep Learning
S00877,23,0.927,0.99,95.4,100.0,21.2,Medium,Fast,5,ML Basics,Neural Networks,Deep Learning,0.907,5.4,Deep Learning
S00878,21,0.507,0.507,49.0,46.5,11.7,Hard,Average,2,Data Structures,Recursion,Algorithms,0.705,10.6,Deep Learning
S00879,18,0.686,0.537,54.0,55.0,4.8,Hard,Fast,3,File I/O,Error Handling,OOP,0.45,7.2,Deep Learning
S00880,20,0.099,0.51,43.2,53.2,4.8,Medium,Average,5,Data Types,Operators,Conditionals,0.282,4.8,Deep Learning
S00881,20,0.7,0.567,65.3,71.7,7.7,Hard,Average,1,OOP,Data Structures,Recursion,0.413,14.2,Deep Learning
S00882,27,0.579,0.513,48.5,41.4,14.0,Hard,Fast,3,Algorithms,Complexity Analysis,NumPy,0.732,4.3,Deep Learning
S00883,20,0.389,0.489,50.9,42.2,8.6,Hard,Average,5,Lists & Collections,Dictionaries,File I/O,0.581,8.6,Deep Learning
S00884,18,0.226,0.369,34.3,29.7,3.1,Hard,Slow,2,Python Basics,Variables,Data Types,0.175,13.3,Deep Learning
S00885,16,0.475,0.624,53.5,62.3,13.7,Medium,Slow,1,File I/O,Error Handling,OOP,0.698,13.5,Deep Learning
S00886,24,0.617,0.832,98.1,97.0,20.3,Medium,Average,5,Data Visualization,Statistics,ML Basics,0.883,6.9,Deep Learning
S00887,24,0.264,0.422,41.8,38.2,10.3,Medium,Slow,3,File I/O,Error Handling,OOP,0.504,12.8,Deep Learning
S00888,35,0.101,0.264,41.1,19.8,3.3,Medium,Average,2,Conditionals,Loops,Functions,0.341,10.5,Deep Learning
S00889,30,0.129,0.29,30.5,40.3,4.0,Easy,Average,2,Functions,Strings,Lists & Collections,0.355,8.7,Deep Learning
S00890,17,0.528,0.546,45.9,46.5,7.9,Medium,Fast,5,Error Handling,OOP,Data Structures,0.621,8.4,Deep Learning
S00891,20,0.521,0.57,59.0,56.1,5.3,Medium,Slow,4,Lists & Collections,Dictionaries,File I/O,0.532,14.5,Deep Learning
S00892,31,0.469,0.575,61.0,68.0,9.0,Medium,Slow,2,Lists & Collections,Dictionaries,File I/O,0.576,11.9,Deep Learning
S00893,29,0.28,0.668,65.0,60.4,28.8,Medium,Slow,3,NumPy,Pandas,Data Visualization,1.0,7.9,Deep Learning
S00894,19,0.602,0.673,86.1,95.2,9.3,Hard,Fast,5,Dictionaries,File I/O,Error Handling,0.457,3.6,Deep Learning
S00895,23,0.376,0.483,46.9,58.4,4.3,Hard,Average,2,Strings,Lists & Collections,Dictionaries,0.211,9.1,Deep Learning
S00896,25,0.289,0.34,40.9,25.4,4.5,Medium,Fast,5,Functions,Strings,Lists & Collections,0.431,4.3,Deep Learning
S00897,22,0.405,0.589,49.7,49.8,18.9,Medium,Fast,5,NumPy,Pandas,Data Visualization,0.945,5.6,Deep Learning
S00898,22,0.465,0.441,48.4,53.4,9.7,Hard,Fast,3,Lists & Collections,Dictionaries,File I/O,0.523,7.3,Deep Learning
S00899,23,0.722,0.49,49.4,43.5,1.6,Medium,Slow,5,Lists & Collections,Dictionaries,File I/O,0.446,14.2,Deep Learning
S00900,27,0.532,0.514,57.9,48.7,2.1,Easy,Fast,2,Functions,Strings,Lists & Collections,0.358,7.0,Deep Learning
S00901,19,0.603,0.349,36.1,34.6,3.8,Hard,Slow,4,Dictionaries,File I/O,Error Handling,0.33,19.0,Deep Learning
S00902,24,0.472,0.411,35.0,53.6,3.4,Medium,Average,2,Loops,Functions,Strings,0.344,11.0,Deep Learning
S00903,23,0.577,0.542,60.5,66.7,2.7,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.458,9.6,Deep Learning
S00904,26,0.703,0.525,51.9,63.2,6.9,Medium,Fast,1,OOP,Data Structures,Recursion,0.505,8.6,Deep Learning
S00905,19,0.536,0.558,53.7,46.5,5.2,Hard,Average,5,Conditionals,Loops,Functions,0.331,8.0,Deep Learning
S00906,16,0.169,0.352,32.3,46.8,9.9,Easy,Average,2,Strings,Lists & Collections,Dictionaries,0.555,4.8,Deep Learning
S00907,38,0.283,0.465,48.2,49.0,5.3,Easy,Average,1,Conditionals,Loops,Functions,0.374,8.7,Deep Learning
S00908,22,0.538,0.631,63.3,54.4,9.0,Hard,Fast,4,Lists & Collections,Dictionaries,File I/O,0.527,6.7,Deep Learning
S00909,29,0.603,0.8,85.4,69.9,9.6,Hard,Average,5,Lists & Collections,Dictionaries,File I/O,0.564,9.9,Deep Learning
S00910,21,0.095,0.211,24.5,13.8,2.0,Medium,Average,2,Variables,Data Types,Operators,0.191,8.6,Deep Learning
S00911,22,0.216,0.447,44.0,51.4,5.0,Easy,Slow,5,Functions,Strings,Lists & Collections,0.473,10.6,Deep Learning
S00912,31,0.129,0.325,35.0,24.0,5.6,Hard,Average,5,Operators,Conditionals,Loops,0.355,7.3,Deep Learning
S00913,16,0.033,0.559,69.0,69.0,10.8,Hard,Slow,5,Operators,Conditionals,Loops,0.419,10.6,Deep Learning
S00914,24,0.766,0.566,49.8,40.9,4.8,Medium,Fast,4,Lists & Collections,Dictionaries,File I/O,0.52,7.0,Deep Learning
S00915,21,0.223,0.419,32.7,47.1,4.7,Medium,Average,3,Operators,Conditionals,Loops,0.405,7.9,Deep Learning
S00916,26,0.253,0.432,43.3,34.8,5.0,Medium,Average,1,Strings,Lists & Collections,Dictionaries,0.386,7.5,Deep Learning
S00917,20,0.5,0.522,38.7,50.0,8.4,Easy,Average,1,Strings,Lists & Collections,Dictionaries,0.571,6.5,Deep Learning
S00918,23,0.563,0.577,66.3,48.3,10.4,Medium,Average,5,Error Handling,OOP,Data Structures,0.712,8.3,Deep Learning
S00919,18,0.47,0.505,45.7,64.8,6.8,Easy,Slow,2,Dictionaries,File I/O,Error Handling,0.435,13.2,Deep Learning
S00920,19,0.208,0.562,59.6,49.2,7.7,Medium,Average,1,Data Types,Operators,Conditionals,0.328,6.2,Deep Learning
S00921,19,0.108,0.256,24.0,22.7,6.2,Medium,Fast,4,Loops,Functions,Strings,0.454,5.8,Deep Learning
S00922,33,0.522,0.378,35.2,30.2,0.9,Medium,Slow,5,Operators,Conditionals,Loops,0.366,11.4,Deep Learning
S00923,19,0.532,0.541,46.9,58.0,4.5,Hard,Fast,2,Loops,Functions,Strings,0.275,4.2,Deep Learning
S00924,34,0.781,0.415,50.4,38.6,2.1,Medium,Average,5,Algorithms,Complexity Analysis,NumPy,0.374,14.8,Deep Learning
S00925,20,0.12,0.612,63.1,48.3,14.9,Hard,Average,5,Functions,Strings,Lists & Collections,0.61,9.1,Deep Learning
S00926,27,0.311,0.582,61.0,69.1,25.2,Easy,Fast,5,OOP,Data Structures,Recursion,0.966,4.0,Deep Learning
S00927,20,0.089,0.727,84.0,72.8,23.9,Medium,Slow,1,Complexity Analysis,NumPy,Pandas,0.936,6.9,Deep Learning
S00928,26,0.185,0.697,66.2,77.1,17.4,Easy,Average,1,Lists & Collections,Dictionaries,File I/O,0.73,6.4,Deep Learning
S00929,19,0.234,0.407,50.9,48.5,7.1,Easy,Average,1,Lists & Collections,Dictionaries,File I/O,0.354,10.9,Deep Learning
S00930,26,0.483,0.519,44.4,62.3,12.3,Medium,Slow,4,Data Structures,Recursion,Algorithms,0.661,15.0,Deep Learning
S00931,28,0.326,0.532,55.4,45.8,2.1,Easy,Fast,5,Loops,Functions,Strings,0.408,9.0,Deep Learning
S00932,27,0.164,0.303,29.3,27.2,9.1,Medium,Average,2,Lists & Collections,Dictionaries,File I/O,0.499,7.6,Deep Learning
S00933,27,0.643,0.446,43.6,48.9,3.3,Medium,Fast,2,Error Handling,OOP,Data Structures,0.39,7.5,Deep Learning
S00934,23,0.584,0.591,52.4,68.6,10.3,Easy,Slow,5,File I/O,Error Handling,OOP,0.609,11.9,Deep Learning
S00935,23,0.493,0.456,45.2,55.4,3.6,Hard,Fast,1,Strings,Lists & Collections,Dictionaries,0.216,7.7,Deep Learning
S00936,16,0.596,0.613,62.2,55.4,10.5,Easy,Average,3,Error Handling,OOP,Data Structures,0.539,7.9,Deep Learning
S00937,23,0.803,0.589,56.6,74.4,8.2,Medium,Average,5,Data Structures,Recursion,Algorithms,0.552,13.6,Deep Learning
S00938,27,0.566,0.734,69.2,66.7,13.6,Hard,Average,1,Data Structures,Recursion,Algorithms,0.584,11.6,Deep Learning
S00939,18,0.613,0.38,31.3,23.9,2.0,Easy,Average,1,Dictionaries,File I/O,Error Handling,0.346,9.9,Deep Learning
S00940,16,0.599,0.556,51.6,50.1,10.3,Easy,Average,4,Pandas,Data Visualization,Statistics,0.514,10.8,Deep Learning
S00941,28,0.232,0.448,50.7,50.1,3.1,Easy,Fast,3,Variables,Data Types,Operators,0.41,6.5,Deep Learning
S00942,31,0.799,0.627,66.3,60.7,12.1,Easy,Slow,1,Data Visualization,Statistics,ML Basics,0.489,13.9,Deep Learning
S00943,28,0.211,0.651,63.0,50.7,9.5,Medium,Average,2,Operators,Conditionals,Loops,0.471,5.7,Deep Learning
S00944,16,0.196,0.57,48.2,66.5,11.1,Hard,Average,3,Strings,Lists & Collections,Dictionaries,0.576,7.2,Deep Learning
S00945,20,0.409,0.496,62.2,67.2,9.1,Medium,Slow,2,Dictionaries,File I/O,Error Handling,0.57,12.3,Deep Learning
S00946,16,0.238,0.514,56.8,45.5,9.8,Hard,Slow,4,Loops,Functions,Strings,0.484,12.0,Deep Learning
S00947,25,0.186,0.312,29.8,25.6,3.4,Hard,Slow,3,Data Types,Operators,Conditionals,0.204,9.8,Deep Learning
S00948,28,0.503,0.444,48.4,47.1,1.1,Hard,Fast,4,Conditionals,Loops,Functions,0.164,9.4,Deep Learning
S00949,27,0.569,0.867,90.3,79.4,21.9,Easy,Fast,4,NumPy,Pandas,Data Visualization,0.891,3.4,Deep Learning
S00950,22,0.401,0.885,88.9,72.9,18.0,Medium,Average,3,Error Handling,OOP,Data Structures,0.836,8.6,Deep Learning
S00951,24,0.345,0.41,48.6,43.2,7.1,Easy,Average,5,Functions,Strings,Lists & Collections,0.558,7.3,Deep Learning
S00952,25,0.183,0.254,34.3,25.9,2.6,Medium,Fast,5,Loops,Functions,Strings,0.428,6.8,Deep Learning
S00953,16,0.485,0.313,31.3,15.6,1.8,Easy,Average,4,Dictionaries,File I/O,Error Handling,0.361,11.1,Deep Learning
S00954,17,0.021,0.554,65.1,54.4,13.3,Easy,Fast,1,Conditionals,Loops,Functions,0.693,4.8,Deep Learning
S00955,26,0.524,0.862,78.1,100.0,27.0,Medium,Average,3,Complexity Analysis,NumPy,Pandas,1.0,9.4,Deep Learning
S00956,17,0.494,0.489,57.0,35.6,3.5,Medium,Slow,1,Strings,Lists & Collections,Dictionaries,0.281,14.6,Deep Learning
S00957,26,0.293,0.563,53.6,66.2,10.5,Medium,Average,4,Strings,Lists & Collections,Dictionaries,0.599,8.0,Deep Learning
S00958,27,0.412,0.514,62.6,49.3,4.1,Easy,Fast,1,Lists & Collections,Dictionaries,File I/O,0.312,10.1,Deep Learning
S00959,23,0.801,0.454,45.0,34.7,4.2,Medium,Slow,2,OOP,Data Structures,Recursion,0.387,18.4,Deep Learning
S00960,25,0.733,0.605,50.1,48.7,11.9,Medium,Fast,4,Algorithms,Complexity Analysis,NumPy,0.614,9.2,Deep Learning
S00961,19,0.348,0.491,46.2,45.6,2.4,Easy,Average,2,Conditionals,Loops,Functions,0.273,8.4,Deep Learning
S00962,23,0.167,0.501,55.8,52.2,7.8,Medium,Fast,1,None,Python Basics,Variables,0.403,4.2,Deep Learning
S00963,25,0.299,0.468,59.3,41.3,6.5,Easy,Average,5,Dictionaries,File I/O,Error Handling,0.494,6.5,Deep Learning
S00964,28,0.111,0.295,35.2,37.1,4.0,Medium,Slow,1,Conditionals,Loops,Functions,0.228,16.3,Deep Learning
S00965,20,0.375,0.451,37.9,45.2,8.2,Easy,Average,2,Conditionals,Loops,Functions,0.539,5.3,Deep Learning
S00966,30,0.44,0.427,49.8,45.7,2.2,Easy,Fast,1,Lists & Collections,Dictionaries,File I/O,0.2,9.1,Deep Learning
S00967,25,0.069,0.427,39.3,58.8,9.6,Easy,Slow,4,Dictionaries,File I/O,Error Handling,0.61,10.4,Deep Learning
S00968,23,0.274,0.394,31.9,28.5,3.6,Medium,Average,1,Conditionals,Loops,Functions,0.259,8.3,Deep Learning
S00969,20,0.427,0.486,40.0,48.0,4.9,Easy,Fast,3,Variables,Data Types,Operators,0.504,2.4,Deep Learning
S00970,23,0.234,0.302,27.7,32.8,5.5,Hard,Average,4,Conditionals,Loops,Functions,0.303,9.9,Deep Learning
S00971,16,0.529,0.5,49.5,55.4,5.8,Hard,Average,5,OOP,Data Structures,Recursion,0.535,10.1,Deep Learning
S00972,26,0.55,0.773,80.2,79.8,13.8,Hard,Slow,4,Recursion,Algorithms,Complexity Analysis,0.73,13.3,Deep Learning
